,BranchID,TrainID,StationID,CarID,Month,Day,Hour,Passenger_Count
1999,2,9652,81,4,7,4,22,49
2000,2,4551,81,5,3,3,6,6
2001,3,6352,136,6,9,4,7,25
2002,1,8745,22,3,11,5,21,41
2003,2,9550,61,7,4,5,14,5
2004,2,9958,76,2,4,3,16,32
2005,3,3248,127,4,11,1,21,14
2006,3,3248,133,2,2,6,14,15
2007,2,9552,100,6,9,1,10,10
2008,1,8852,29,3,6,4,3,4
2009,3,6347,190,2,8,4,0,6
2010,3,3248,106,6,8,2,17,33
2011,3,6544,143,7,9,3,19,17
2012,3,6347,143,5,10,4,2,44
2013,3,3546,188,5,7,5,19,5
2014,2,9947,74,3,11,5,10,28
2015,3,6352,118,7,3,1,17,35
2016,2,9958,65,2,6,6,14,11
2017,3,3248,118,6,11,2,18,5
2018,1,8841,19,3,10,2,19,4
2019,2,9652,88,4,4,1,10,31
2020,1,4847,622,3,2,5,7,13
2021,2,9650,79,6,8,3,12,34
2022,3,6348,120,3,7,1,17,48
2023,3,3350,105,5,8,3,20,16
2024,2,4349,66,4,2,5,22,17
2025,2,9652,99,5,3,3,4,1
2026,4,6753,153,7,5,5,5,5
2027,2,4551,89,2,2,4,14,26
2028,3,6551,140,1,11,2,9,38
2029,3,6352,127,6,2,5,5,5
2030,2,4349,74,2,8,1,21,10
2031,1,8751,1,7,10,4,14,24
2032,2,4551,59,3,9,2,19,16
2033,1,8754,43,7,5,5,17,32
2034,3,6548,131,2,6,2,15,1
2035,2,9553,98,6,8,4,0,19
2036,2,9555,71,5,3,6,17,37
2037,1,4749,4,4,5,6,11,39
2038,5,6846,158,7,8,1,0,25
2039,2,9551,54,2,1,4,2,10
2040,3,6352,188,3,3,4,8,18
2041,1,8754,24,2,10,4,16,2
2042,1,8751,49,3,1,6,7,2
2043,2,4551,74,7,8,5,10,6
2044,3,6546,110,5,1,1,16,38
2045,2,9546,54,2,2,1,3,25
2046,2,9548,79,2,1,6,0,24
2047,3,3546,111,4,8,3,21,37
2048,1,8749,25,6,4,5,16,5
2049,1,8841,16,4,2,2,17,42
2050,2,9552,99,1,3,5,6,22
2051,2,9552,101,1,10,2,11,3
2052,2,9550,85,6,6,5,13,30
2053,1,8852,31,2,4,4,17,45
2054,3,6544,137,1,1,5,18,44
2055,3,3248,145,7,11,5,2,18
2056,2,9551,99,6,11,3,10,24
2057,3,6546,137,7,6,3,17,16
2058,3,6351,110,6,4,1,7,29
2059,3,3248,136,7,6,4,0,26
2060,3,6347,133,5,7,1,4,11
2061,2,9647,64,7,6,6,22,7
2062,3,6348,127,7,5,5,21,26
2063,2,9546,62,3,7,5,13,12
2064,3,6347,120,7,10,5,12,5
2065,2,9550,94,7,1,2,21,36
2066,1,8841,27,4,3,2,10,1
2067,2,9654,97,4,3,5,8,37
2068,3,6542,151,1,11,4,0,36
2069,2,4551,88,4,4,2,20,48
2070,3,6352,111,3,6,1,9,48
2071,1,8847,30,6,5,3,17,18
2072,2,9648,65,6,4,3,10,20
2073,2,9555,66,1,6,6,18,31
2074,1,8747,43,5,7,5,11,23
2075,1,8749,44,2,1,1,10,47
2076,2,9553,71,6,3,4,10,29
2077,1,8751,10,5,10,6,7,16
2078,3,3248,134,1,9,6,4,39
2079,2,9650,58,5,10,2,6,12
2080,2,9650,84,7,10,2,13,42
2081,2,9649,81,3,7,2,22,10
2082,2,4647,177,4,6,1,6,40
2083,2,9549,61,3,4,1,7,33
2084,1,8845,18,6,10,6,15,9
2085,3,6548,129,2,3,4,9,27
2086,2,4551,86,4,4,5,2,28
2087,3,6544,129,1,7,6,7,43
2088,1,8745,51,1,7,3,17,33
2089,2,9549,66,6,11,1,17,14
2090,1,8843,40,2,3,1,18,12
2091,3,3248,190,4,11,2,17,39
2092,3,6348,116,6,6,6,4,17
2093,2,9552,74,4,3,6,14,37
2094,3,3248,143,2,5,6,14,27
2095,1,8845,37,1,4,2,16,44
2096,1,8751,24,4,1,6,18,32
2097,2,9654,72,5,3,6,11,47
2098,1,8752,10,4,5,3,4,46
2099,1,8754,46,2,5,3,20,34
2100,1,8750,44,5,11,4,8,40
2101,2,9555,100,3,3,4,8,22
2102,2,9548,97,6,11,3,3,45
2103,2,9650,94,5,3,5,13,24
2104,2,9550,54,4,8,1,7,38
2105,2,9649,84,3,7,5,8,36
2106,2,9546,85,3,2,1,7,47
2107,3,3546,110,6,8,2,2,13
2108,2,4551,177,7,4,2,4,15
2109,2,9649,177,3,9,5,7,13
2110,3,6551,133,3,2,1,9,8
2111,3,3350,108,5,1,2,19,38
2112,3,6345,116,3,8,2,15,41
2113,3,6547,137,7,1,3,18,43
2114,2,9553,99,6,11,1,19,6
2115,3,6551,143,3,7,3,9,28
2116,2,9648,58,5,2,4,20,2
2117,2,9648,83,6,8,3,3,49
2118,3,3248,129,1,2,4,3,17
2119,2,9552,59,1,11,2,4,3
2120,2,9947,61,2,8,6,18,43
2121,3,6553,134,4,11,6,20,36
2122,3,6544,116,7,7,6,13,4
2123,1,8841,33,4,9,3,21,33
2124,2,9555,61,6,5,2,11,47
2125,3,6345,121,4,5,4,15,41
2126,3,6553,143,2,5,5,18,47
2127,1,8748,40,6,5,1,19,9
2128,1,8747,10,7,7,2,4,9
2129,3,6351,120,6,1,4,6,44
2130,3,6551,120,6,10,1,5,7
2131,2,9645,64,6,5,3,4,6
2132,3,6350,111,5,7,1,5,16
2133,3,6542,140,3,4,5,16,25
2134,2,9552,94,3,9,1,8,25
2135,3,6345,133,4,6,1,19,6
2136,2,4349,91,4,8,6,16,30
2137,2,9555,59,3,11,1,7,1
2138,3,6547,121,2,5,4,5,45
2139,3,6347,137,7,2,5,20,31
2140,3,6546,106,7,11,5,3,35
2141,3,6551,149,6,3,6,20,20
2142,2,9546,56,3,1,5,22,32
2143,2,9647,83,3,9,2,2,39
2144,1,8748,49,3,1,1,15,14
2145,1,8751,11,3,1,3,13,12
2146,3,6548,143,7,1,2,13,44
2147,2,9647,90,2,8,6,1,2
2148,2,9947,81,5,3,4,17,45
2149,2,9553,176,7,8,3,20,8
2150,2,9546,57,2,11,5,12,28
2151,2,9647,79,1,10,3,21,8
2152,3,6547,134,7,4,1,6,24
2153,1,8843,23,5,1,2,12,27
2154,3,3548,188,7,8,3,22,43
2155,1,8749,40,7,8,5,12,7
2156,3,6546,134,6,8,6,11,45
2157,2,9958,74,4,7,3,20,10
2158,3,6349,136,7,2,3,5,46
2159,3,6348,133,1,6,4,8,44
2160,2,9652,68,3,9,6,1,41
2161,1,4749,17,5,9,2,4,29
2162,2,9550,64,1,8,1,11,22
2163,3,6547,143,3,2,3,11,34
2164,3,6345,138,4,11,5,1,45
2165,2,9947,86,3,10,2,3,15
2166,2,4349,94,7,3,4,2,44
2167,1,8748,44,2,9,6,22,2
2168,1,8845,51,1,5,5,15,45
2169,2,9549,89,3,10,3,18,26
2170,3,6351,118,4,9,1,17,19
2171,3,6350,134,4,4,3,14,41
2172,1,8749,43,6,1,4,15,20
2173,2,9648,81,3,8,3,11,48
2174,2,9555,90,5,11,6,6,13
2175,3,6548,128,4,6,1,12,46
2176,2,9649,100,1,6,2,21,26
2177,3,6347,105,5,10,5,4,22
2178,1,8847,33,5,4,6,1,12
2179,2,9555,176,5,5,4,16,7
2180,2,9652,85,1,11,3,5,33
2181,2,9548,65,4,1,3,1,19
2182,3,6544,127,5,2,3,17,25
2183,3,6349,111,2,5,3,18,15
2184,2,9958,177,5,3,5,8,16
2185,1,8752,16,1,8,3,18,23
2186,3,6544,115,1,8,4,14,24
2187,2,9649,61,5,5,3,17,48
2188,2,9947,66,6,11,3,13,49
2189,2,4349,65,5,9,4,0,11
2190,2,4349,78,2,10,4,1,4
2191,2,9551,83,2,6,1,10,22
2192,3,6553,106,7,1,1,19,20
2193,4,6757,157,1,9,3,10,14
2194,2,9549,81,3,1,1,13,40
2195,1,8843,16,4,9,5,20,28
2196,1,8841,20,7,1,4,13,28
2197,1,8748,39,3,4,3,1,28
2198,1,8750,27,6,5,2,2,4
2199,3,3548,114,2,11,6,7,10
2200,2,9552,78,3,5,5,10,40
2201,2,9548,71,7,6,5,11,21
2202,3,3350,129,6,3,1,7,34
2203,3,6345,188,5,4,3,9,3
2204,2,9553,57,1,2,4,1,19
2205,3,6549,131,2,8,1,7,20
2206,2,9550,76,5,7,6,10,23
2207,2,9645,94,1,8,4,19,35
2208,2,9947,55,7,6,2,8,9
2209,2,9650,81,5,4,4,17,3
2210,2,9555,89,4,4,4,6,17
2211,2,9645,65,6,11,1,13,47
2212,2,9958,57,2,5,5,4,18
2213,1,8843,31,3,6,1,4,12
2214,2,9958,94,6,9,4,18,18
2215,3,6544,121,3,5,4,12,38
2216,2,4647,57,7,8,2,4,1
2217,3,6542,105,6,1,4,2,30
2218,1,8852,23,2,1,1,2,27
2219,2,9645,68,5,8,3,20,35
2220,1,8843,9,5,9,4,18,49
2221,3,6348,124,7,2,5,1,27
2222,1,8754,19,7,2,5,1,18
2223,1,4847,1,2,10,6,13,14
2224,3,6351,143,5,10,1,19,10
2225,3,6352,190,2,9,6,6,4
2226,2,9549,97,1,5,6,11,33
2227,2,9649,79,2,9,3,14,3
2228,2,4349,68,2,1,2,9,43
2229,1,8749,14,2,11,5,19,8
2230,3,3548,140,6,8,6,21,5
2231,3,6546,151,6,2,2,17,37
2232,2,9947,65,6,11,1,3,36
2233,1,8852,14,5,7,5,14,23
2234,2,9548,54,5,4,6,7,35
2235,1,4847,18,6,8,2,8,17
2236,1,8752,19,2,1,1,17,6
2237,1,8749,29,1,10,2,16,46
2238,1,8845,9,1,9,4,3,43
2239,2,4551,57,3,11,2,21,19
2240,1,8847,18,4,5,5,1,23
2241,2,4551,68,7,9,3,12,40
2242,3,6549,112,2,10,5,14,21
2243,2,9645,176,2,7,3,5,26
2244,2,9650,88,6,11,1,9,33
2245,2,9550,84,2,11,5,11,9
2246,1,8841,49,6,4,4,21,42
2247,3,6350,124,1,9,2,14,11
2248,2,9648,98,5,4,6,18,25
2249,3,6349,106,7,1,6,14,21
2250,2,9548,83,4,4,5,21,37
2251,2,9652,62,6,8,4,15,21
2252,3,6544,108,7,2,6,0,49
2253,1,8745,43,7,8,1,9,18
2254,3,6547,112,1,11,3,22,30
2255,2,9555,55,6,8,2,1,5
2256,2,4647,94,2,7,1,22,29
2257,2,9947,84,2,5,5,10,16
2258,3,6348,190,1,5,2,11,3
2259,2,9648,97,4,3,3,17,24
2260,3,6549,134,7,3,5,6,40
2261,2,9553,101,1,1,4,19,1
2262,2,9555,101,6,2,5,22,40
2263,3,6551,137,7,10,5,6,26
2264,2,9652,100,7,5,1,1,17
2265,2,9650,97,3,4,2,6,38
2266,3,6544,190,2,10,5,15,29
2267,2,9648,71,3,8,3,6,20
2268,2,9649,83,6,9,5,11,49
2269,3,6546,131,2,3,2,10,20
2270,2,9546,81,7,8,3,2,37
2271,2,9551,58,1,3,5,16,30
2272,2,9555,76,3,10,1,16,4
2273,2,9552,72,5,6,4,4,26
2274,1,8747,9,6,1,4,21,37
2275,1,4847,23,1,4,2,7,10
2276,1,8745,25,3,8,1,3,22
2277,2,9648,56,6,8,1,2,26
2278,3,6351,114,7,5,1,13,42
2279,2,9546,66,7,11,1,17,41
2280,1,8754,23,2,10,5,20,1
2281,3,6549,114,3,8,3,14,32
2282,1,8750,11,3,7,5,19,44
2283,1,8852,43,6,4,1,4,43
2284,2,9649,59,4,6,4,12,10
2285,2,9555,54,3,6,3,20,14
2286,1,8754,44,4,5,2,18,2
2287,2,9648,80,6,10,4,6,17
2288,3,6352,112,5,7,1,5,37
2289,2,9652,86,7,11,6,7,39
2290,2,9552,86,5,3,1,5,41
2291,2,9654,101,3,10,3,0,41
2292,2,9654,81,5,2,6,13,35
2293,1,8752,49,2,1,3,21,41
2294,1,8843,1,6,7,5,9,6
2295,1,8752,51,1,7,5,15,3
2296,1,8845,39,7,1,3,16,10
2297,2,9654,86,7,3,5,18,21
2298,1,8752,33,5,11,2,14,24
2299,2,9654,90,4,6,6,11,49
2300,1,8750,24,5,4,5,22,7
2301,2,9548,78,4,8,5,19,6
2302,3,6345,120,1,5,3,5,28
2303,1,8749,49,1,7,1,18,16
2304,2,9645,100,7,3,1,20,22
2305,2,9648,91,2,7,4,14,19
2306,2,9648,85,3,9,2,6,38
2307,2,9647,81,1,4,2,5,41
2308,3,6547,190,1,10,2,8,48
2309,1,8852,37,2,6,1,6,28
2310,2,9550,57,4,1,3,6,1
2311,2,9645,55,5,6,6,19,49
2312,3,6547,138,7,6,4,6,8
2313,2,9645,99,6,3,5,11,15
2314,1,8847,9,6,2,4,5,19
2315,1,8841,23,3,7,4,12,4
2316,2,9654,61,7,7,3,6,37
2317,2,9650,90,7,5,4,2,29
2318,3,6351,111,6,7,2,9,6
2319,1,8752,9,2,6,6,9,14
2320,1,8745,622,7,2,5,11,15
2321,3,3546,115,3,6,5,15,22
2322,3,6349,127,6,8,3,12,29
2323,2,9652,65,6,3,3,1,49
2324,1,8751,17,5,10,2,8,15
2325,2,4349,89,5,8,3,15,36
2326,3,6542,121,7,7,4,21,22
2327,3,3546,118,7,6,3,12,44
2328,3,6544,111,6,10,6,15,6
2329,3,6548,140,5,6,1,3,28
2330,1,8749,9,7,8,6,18,14
2331,3,6553,136,4,9,6,8,12
2332,1,8845,43,5,4,1,16,37
2333,1,8749,18,6,6,6,6,26
2334,3,6348,145,6,3,2,0,47
2335,2,9649,56,6,5,1,21,4
2336,2,9649,78,6,1,5,5,30
2337,2,9648,76,5,10,4,8,44
2338,3,3546,143,2,10,4,19,25
2339,2,9549,55,5,8,1,17,7
2340,1,8751,44,2,11,6,11,31
2341,2,9958,56,6,3,1,4,39
2342,2,9652,94,2,4,2,0,37
2343,2,9652,80,1,11,1,21,48
2344,1,8843,42,5,4,5,9,44
2345,1,4749,16,4,5,1,9,46
2346,2,9553,79,2,1,4,0,6
2347,2,9645,81,7,4,3,13,33
2348,2,9650,100,2,1,1,3,39
2349,4,6750,153,6,9,3,8,34
2350,2,9548,90,1,11,6,20,5
2351,1,8749,20,2,4,2,6,39
2352,3,6350,127,7,3,2,20,24
2353,2,9549,176,1,6,3,7,5
2354,1,4749,9,4,1,6,16,28
2355,2,9654,83,4,3,1,19,38
2356,1,8847,25,5,5,2,4,17
2357,1,8841,39,7,7,6,0,37
2358,2,9647,88,1,4,4,10,22
2359,2,4551,65,1,7,4,18,15
2360,3,6351,106,7,11,4,7,39
2361,3,6347,118,3,9,1,20,10
2362,2,4647,84,5,10,3,19,34
2363,3,3350,106,4,4,5,20,7
2364,2,4647,176,1,3,2,4,19
2365,2,4349,97,1,3,1,1,26
2366,2,4647,78,2,11,5,19,30
2367,2,9546,89,3,1,5,22,26
2368,3,3248,112,7,11,2,4,30
2369,2,9549,83,4,1,5,11,26
2370,1,4749,42,5,10,3,15,41
2371,3,6347,121,4,3,2,18,2
2372,3,3350,115,3,7,2,7,5
2373,2,9947,59,3,3,6,5,12
2374,1,8843,24,3,6,2,3,22
2375,3,6542,137,3,4,6,21,22
2376,1,8845,42,1,2,6,15,48
2377,1,8852,25,4,4,4,21,46
2378,3,6551,145,6,7,3,15,16
2379,1,8847,4,1,7,1,7,4
2380,2,9549,78,4,9,6,14,10
2381,3,6548,137,5,2,1,20,42
2382,3,6351,134,6,1,1,20,49
2383,1,8745,42,6,6,1,12,4
2384,2,4647,86,5,8,2,2,2
2385,2,9548,55,4,11,5,5,46
2386,2,4349,80,3,10,2,21,18
2387,2,4551,90,3,11,5,12,28
2388,3,6553,140,3,2,1,5,10
2389,4,6746,154,7,9,6,10,8
2390,1,8747,11,6,6,3,19,20
2391,1,4847,20,2,11,1,13,34
2392,2,9555,72,1,3,5,4,37
2393,3,6551,124,6,6,4,15,8
2394,2,9958,58,5,6,3,12,28
2395,1,8852,27,5,4,1,17,2
2396,1,8843,4,1,11,1,8,45
2397,2,9548,85,3,8,1,8,21
2398,2,9647,72,5,5,4,14,24
2399,3,6549,128,6,11,1,11,41
2400,2,9648,54,4,3,5,3,18
2401,3,6349,121,5,7,5,3,29
2402,3,6348,111,2,6,5,1,35
2403,2,9947,85,7,4,1,22,9
2404,2,9652,66,4,5,1,3,48
2405,2,9645,97,7,1,1,20,5
2406,2,9652,72,2,6,4,9,38
2407,3,3546,149,4,3,4,7,33
2408,3,6351,127,4,1,1,3,17
2409,2,9548,80,6,10,3,10,24
2410,2,4551,176,5,1,3,0,10
2411,2,9652,57,4,9,6,2,23
2412,3,6349,118,7,5,6,14,14
2413,3,6352,128,4,3,4,19,13
2414,2,9947,58,6,8,6,18,41
2415,3,3548,124,6,1,3,20,38
2416,1,8747,30,5,2,3,15,33
2417,1,8754,622,4,2,3,16,40
2418,2,9645,59,1,8,4,4,30
2419,1,8750,17,2,9,2,4,2
2420,1,8745,31,1,2,2,14,14
2421,2,4647,89,4,10,6,13,5
2422,1,8752,18,1,5,1,11,17
2423,3,6351,115,6,6,1,0,28
2424,1,8845,30,4,8,1,16,7
2425,2,9555,57,5,2,2,4,28
2426,1,8754,22,3,11,5,18,41
2427,2,9958,99,7,8,2,4,3
2428,2,9650,71,7,11,5,10,22
2429,3,6348,128,4,8,5,6,2
2430,1,4749,23,1,10,1,5,6
2431,2,9654,56,7,9,3,21,16
2432,2,9552,58,6,9,1,5,30
2433,1,8750,9,3,3,1,20,44
2434,1,8748,1,3,11,1,9,37
2435,3,6547,105,6,4,6,3,18
2436,2,9647,57,7,2,5,13,43
2437,2,9654,55,1,2,3,11,22
2438,3,6549,137,5,9,4,13,43
2439,3,6544,114,2,1,2,1,27
2440,2,4647,101,1,11,2,1,31
2441,2,9548,61,1,11,6,17,14
2442,2,9550,99,5,10,4,3,26
2443,4,6750,157,2,5,1,0,33
2444,3,3350,151,2,9,4,2,38
2445,3,6345,190,1,8,5,8,13
2446,3,6546,138,4,8,1,16,26
2447,1,8754,9,3,11,4,3,13
2448,2,9546,74,7,10,1,14,1
2449,1,8748,18,4,8,6,15,34
2450,1,8752,20,5,3,3,1,4
2451,2,4551,62,4,7,1,12,14
2452,2,9551,72,7,6,1,22,48
2453,3,6351,140,7,9,6,20,46
2454,1,8845,31,7,10,6,17,38
2455,2,9550,88,4,11,5,6,13
2456,2,9649,66,2,9,2,8,3
2457,3,6553,138,5,3,6,0,34
2458,2,9654,91,6,5,5,5,28
2459,3,6546,108,1,8,1,8,14
2460,1,8752,31,4,2,1,9,27
2461,1,4847,51,2,7,6,12,24
2462,3,6551,138,7,11,2,4,13
2463,1,8843,39,4,4,5,17,44
2464,3,3548,129,2,9,6,18,4
2465,3,6347,111,4,8,5,9,27
2466,1,8745,39,6,4,6,9,41
2467,3,6544,136,3,1,3,16,7
2468,2,9546,94,7,7,2,11,48
2469,2,9549,94,5,11,2,17,18
2470,2,4551,97,7,6,1,18,33
2471,2,4349,101,4,5,1,4,2
2472,2,9654,64,1,6,4,18,43
2473,3,6345,106,2,3,4,6,32
2474,1,8843,33,4,5,5,3,42
2475,2,9645,54,6,4,2,8,39
2476,1,8754,40,2,2,1,12,24
2477,1,8752,30,6,7,1,6,38
2478,2,9958,84,2,11,3,7,10
2479,1,8749,19,5,3,1,19,9
2480,3,3546,138,2,2,6,7,3
2481,1,4847,42,4,4,2,2,34
2482,1,8754,14,7,4,5,5,25
2483,3,6547,114,5,5,6,2,25
2484,2,9550,176,2,11,2,8,37
2485,2,9551,177,3,9,3,15,47
2486,3,6349,124,4,9,4,3,5
2487,3,6544,188,3,2,1,13,8
2488,1,8852,19,2,6,5,4,22
2489,2,9550,89,6,11,5,20,36
2490,1,8843,27,5,1,5,21,36
2491,3,3548,149,5,6,6,1,22
2492,2,9549,80,6,7,1,13,40
2493,2,4647,76,7,5,4,9,34
2494,3,6549,188,1,9,3,7,43
2495,2,9649,80,2,11,3,12,45
2496,2,9650,76,3,8,5,15,28
2497,3,3546,145,6,2,6,22,25
2498,2,9645,56,2,6,6,12,38
2499,3,6352,124,3,4,4,21,45
2500,2,9552,79,3,1,4,8,19
2501,2,4551,98,2,1,3,9,36
2502,3,6549,106,7,7,5,3,20
2503,2,9645,74,7,3,6,21,1
2504,2,9555,177,1,8,3,3,32
2505,2,9958,86,2,3,6,15,38
2506,1,8852,42,4,9,2,12,20
2507,3,3546,136,1,1,4,18,4
2508,3,6544,151,3,4,2,3,8
2509,3,6348,143,2,8,5,13,39
2510,3,6548,110,3,7,5,19,26
2511,3,6548,114,4,6,3,8,22
2512,2,9958,83,7,7,4,11,29
2513,2,9652,71,6,4,6,7,12
2514,2,9555,56,1,4,3,17,20
2515,3,6351,188,4,10,6,12,31
2516,3,3350,138,3,10,4,5,45
2517,2,9958,79,5,8,1,20,3
2518,2,9652,84,5,7,6,15,34
2519,1,8748,16,7,4,4,2,18
2520,1,4847,25,4,4,1,21,23
2521,2,9652,89,2,4,3,6,15
2522,3,6350,188,4,6,1,11,41
2523,3,6547,128,6,1,1,2,16
2524,1,8843,622,1,8,3,7,14
2525,2,9654,57,1,7,3,9,30
2526,2,9552,65,3,1,4,4,13
2527,1,8749,37,2,1,6,9,21
2528,1,4847,9,2,11,1,5,33
2529,2,9647,94,5,10,5,10,22
2530,1,8747,49,3,8,6,17,48
2531,3,6345,129,7,7,6,0,36
2532,2,9650,91,1,8,4,1,19
2533,3,6349,145,2,6,1,6,37
2534,4,6753,157,5,11,5,10,44
2535,1,8843,14,3,10,1,20,2
2536,2,9947,64,4,4,1,2,18
2537,2,9947,100,1,11,6,4,6
2538,1,8751,4,4,3,1,12,11
2539,1,8845,20,3,6,6,10,3
2540,1,8843,44,7,6,3,3,35
2541,1,8843,10,1,5,2,12,1
2542,2,9549,64,6,11,3,6,28
2543,2,4349,98,2,1,6,20,47
2544,2,9555,88,6,5,6,14,6
2545,2,9551,85,4,7,4,4,29
2546,3,6345,134,3,3,1,17,19
2547,3,3546,131,2,6,2,15,37
2548,2,4349,54,6,1,6,0,43
2549,2,9551,98,2,6,6,20,9
2550,3,3548,137,6,2,1,17,48
2551,3,6553,114,5,10,5,15,48
2552,2,9652,101,7,10,2,7,16
2553,1,8748,22,6,4,6,11,41
2554,2,4551,85,1,10,6,21,5
2555,1,8748,10,1,2,3,21,25
2556,3,6547,118,7,7,3,11,18
2557,3,3248,111,3,7,2,18,22
2558,1,8843,17,2,4,3,22,49
2559,3,6553,120,6,5,1,2,36
2560,1,8747,622,3,7,4,7,17
2561,1,8841,30,1,2,4,22,3
2562,2,9555,86,4,9,4,12,19
2563,2,9549,90,1,4,1,1,42
2564,3,6546,149,7,3,5,18,36
2565,1,8843,20,4,5,2,15,2
2566,3,6546,121,4,1,5,6,16
2567,2,9550,56,1,5,5,9,1
2568,2,9552,83,7,11,3,16,38
2569,3,6548,145,4,10,2,8,7
2570,1,8847,27,1,10,6,6,40
2571,2,9648,72,1,10,2,20,45
2572,1,8841,31,4,11,2,1,25
2573,1,8750,51,6,5,4,22,7
2574,3,6352,134,2,7,5,1,47
2575,3,6547,120,2,3,6,15,43
2576,1,8747,1,3,5,2,13,17
2577,1,8749,39,3,8,6,9,26
2578,2,9958,101,7,1,4,6,30
2579,3,3548,131,7,5,5,9,3
2580,1,8747,25,2,10,2,7,39
2581,1,8847,42,6,7,6,17,24
2582,2,9551,86,2,6,1,20,5
2583,2,9549,91,7,7,2,3,35
2584,2,9551,71,5,8,4,1,24
2585,1,8845,1,7,3,1,14,8
2586,2,9647,86,4,11,3,0,29
2587,1,8852,51,7,8,3,20,12
2588,2,9555,97,4,7,1,19,9
2589,2,9649,90,3,8,5,4,49
2590,2,9647,74,7,8,1,21,49
2591,2,9649,97,2,11,4,4,37
2592,1,8748,43,4,4,3,0,39
2593,3,6551,114,6,1,4,12,39
2594,3,6350,118,3,5,6,5,3
2595,3,6351,149,4,11,1,7,45
2596,2,4647,54,1,6,1,18,44
2597,3,3350,136,5,10,6,13,10
2598,2,9546,99,3,5,6,14,45
2599,1,8852,49,5,5,2,1,27
2600,2,9648,88,2,2,1,17,49
2601,2,9650,56,2,7,2,20,9
2602,2,9648,101,4,6,3,17,13
2603,3,6352,133,3,8,1,14,30
2604,3,3548,110,1,4,2,5,19
2605,2,9650,85,1,7,3,11,39
2606,2,9552,55,1,2,3,22,41
2607,2,9549,65,6,9,1,16,20
2608,3,6548,116,1,9,1,10,4
2609,2,9647,58,7,9,2,3,13
2610,4,6753,154,1,7,1,10,21
2611,1,4749,44,7,11,1,8,40
2612,3,3248,151,6,2,4,0,18
2613,3,3546,129,2,3,1,1,4
2614,2,9647,59,1,1,3,13,46
2615,1,8852,33,1,11,1,14,40
2616,2,9550,101,2,1,1,19,17
2617,2,9552,76,7,11,2,12,18
2618,2,9654,84,1,5,2,0,24
2619,2,9958,66,6,3,6,8,45
2620,2,4551,66,2,1,6,17,34
2621,3,3548,118,6,7,5,14,25
2622,3,6547,116,4,11,2,22,8
2623,3,6544,131,6,8,2,20,1
2624,1,8745,4,1,3,6,3,18
2625,1,8852,622,4,11,1,5,9
2626,2,9555,91,5,11,4,11,29
2627,2,9548,89,1,4,4,20,6
2628,2,9958,59,7,2,5,19,40
2629,2,9546,83,7,8,5,19,40
2630,1,8847,20,5,7,2,3,44
2631,1,8745,14,1,5,3,12,39
2632,3,6549,140,4,2,4,19,19
2633,4,6757,153,6,9,2,4,37
2634,2,4647,65,2,11,2,20,15
2635,3,6349,133,3,4,6,15,40
2636,2,9553,94,2,3,1,3,26
2637,3,6544,133,1,1,6,7,37
2638,2,9550,100,2,7,3,6,33
2639,2,9549,86,1,11,1,22,5
2640,2,9958,176,2,9,2,16,41
2641,2,9650,64,5,5,5,22,10
2642,2,9546,84,1,2,5,20,5
2643,3,3546,108,4,9,1,6,37
2644,3,6546,115,5,10,3,1,15
2645,1,8747,46,3,3,1,12,20
2646,2,9549,99,3,4,6,15,29
2647,4,6750,154,2,3,5,3,17
2648,2,9947,57,2,2,5,15,27
2649,3,6548,121,2,9,2,8,39
2650,2,9654,98,3,6,5,4,18
2651,2,9550,79,7,5,5,6,11
2652,1,8852,20,5,9,1,4,47
2653,2,9654,176,7,7,6,3,1
2654,1,8752,42,7,1,3,7,39
2655,3,6553,118,3,11,2,5,28
2656,2,9647,62,3,6,3,7,15
2657,1,8751,39,7,1,5,16,41
2658,2,9550,66,2,8,5,5,38
2659,2,9553,83,7,2,2,8,24
2660,3,6347,138,2,9,5,20,19
2661,1,8845,4,1,4,6,6,15
2662,3,6345,114,7,2,6,13,11
2663,2,9645,84,2,8,6,5,12
2664,3,6544,134,1,8,4,21,27
2665,3,6349,129,1,4,2,2,42
2666,2,4551,101,7,10,2,21,18
2667,2,9650,177,5,4,4,14,35
2668,1,4847,24,7,9,2,12,38
2669,1,8841,622,4,4,2,11,42
2670,1,8845,25,5,2,5,0,2
2671,5,6846,161,3,3,3,10,46
2672,3,6544,149,1,4,6,8,6
2673,2,9650,78,2,9,1,6,30
2674,1,8847,24,7,7,1,7,12
2675,1,8751,27,1,7,4,15,10
2676,1,8745,1,2,5,1,7,21
2677,1,8745,11,3,3,5,10,6
2678,2,9553,68,6,10,6,18,41
2679,3,3548,138,6,6,1,10,42
2680,2,9550,86,5,6,3,12,48
2681,3,6348,106,4,3,5,15,29
2682,2,9553,177,3,1,5,18,27
2683,1,8852,30,1,3,4,15,47
2684,2,9548,84,7,8,5,6,3
2685,4,6746,155,1,11,2,13,43
2686,2,9654,62,3,11,1,7,36
2687,2,9555,83,2,11,3,8,6
2688,2,4647,83,1,2,6,20,3
2689,1,8749,33,1,8,3,17,38
2690,3,6549,190,2,1,2,12,10
2691,1,8843,46,1,3,5,12,3
2692,2,4647,91,7,11,4,10,17
2693,2,9548,91,5,6,1,3,39
2694,3,6352,145,2,11,4,11,25
2695,2,4647,71,7,11,3,22,34
2696,3,3548,133,5,11,6,17,32
